genome,KO_number,Modules,median_comparison,TAXAID,pN_pS,order,family,genus,species,SRR,SRR_base,condition
Bacteroides sp. AR29,K00177,M00173,High,93975,0.095559713,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873596,SRR873596,Low
Bacteroides sp. AR29,K00177,M00173,High,93975,0.100745124,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873597,SRR873597,Low
Bacteroides sp. AR29,K00177,M00173,High,93975,0.09025084,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873598,SRR873598,Low
Bacteroides sp. AR29,K00177,M00173,High,93975,0.082046219,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873599,SRR873599,Low
Bacteroides sp. AR29,K00177,M00173,High,93975,0.060167227,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873600,SRR873600,Low
Bacteroides sp. AR29,K00177,M00173,High,93975,0.109590306,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873604,SRR873604,High
Bacteroides sp. AR29,K00177,M00173,High,93975,0.056017763,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873605,SRR873605,High
Bacteroides sp. AR29,K00177,M00173,High,93975,0.069622077,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873606,SRR873606,High
Bacteroides sp. AR29,K00177,M00173,High,93975,0.087596404,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873607,SRR873607,High
Bacteroides sp. AR29,K00177,M00173,High,93975,0.046414718,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873608,SRR873608,High
Bacteroides sp. AR29,K00177,M00173,High,93975,0.109453147,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873609,SRR873609,High
Bacteroides sp. AR29,K00177,M00173,High,93975,0.088288866,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873610,SRR873610,High
Bacteroides sp. AR29,K00177,M00173,High,93975,0.097193213,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR1206671,SRR1206671,High
Bacteroides sp. AR29,K00239,M00009,High,93975,0.123381885,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873595,SRR873595,Low
Bacteroides sp. AR29,K00239,M00009,High,93975,0.093541404,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873596,SRR873596,Low
Bacteroides sp. AR29,K00239,M00009,High,93975,0.108215341,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873597,SRR873597,Low
Bacteroides sp. AR29,K00239,M00009,High,93975,0.118485779,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873598,SRR873598,Low
Bacteroides sp. AR29,K00239,M00009,High,93975,0.09694291,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873599,SRR873599,Low
Bacteroides sp. AR29,K00239,M00009,High,93975,0.088427654,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873600,SRR873600,Low
Bacteroides sp. AR29,K00239,M00009,High,93975,0.100533388,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873601,SRR873601,Low
Bacteroides sp. AR29,K00239,M00009,High,93975,0.095841286,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873602,SRR873602,Low
Bacteroides sp. AR29,K00239,M00009,High,93975,0.11704083,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873604,SRR873604,High
Bacteroides sp. AR29,K00239,M00009,High,93975,0.116714161,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873605,SRR873605,High
Bacteroides sp. AR29,K00239,M00009,High,93975,0.117063136,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873606,SRR873606,High
Bacteroides sp. AR29,K00239,M00009,High,93975,0.109292325,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873607,SRR873607,High
Bacteroides sp. AR29,K00239,M00009,High,93975,0.11044129,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873608,SRR873608,High
Bacteroides sp. AR29,K00239,M00009,High,93975,0.096325439,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873609,SRR873609,High
Bacteroides sp. AR29,K00239,M00009,High,93975,0.110043303,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873610,SRR873610,High
Bacteroides sp. AR29,K00239,M00009,High,93975,0.105616749,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR1206671,SRR1206671,High
Bacteroides sp. AR29,K00239,M00011,High,93975,0.123381885,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873595,SRR873595,Low
Bacteroides sp. AR29,K00239,M00011,High,93975,0.093541404,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873596,SRR873596,Low
Bacteroides sp. AR29,K00239,M00011,High,93975,0.108215341,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873597,SRR873597,Low
Bacteroides sp. AR29,K00239,M00011,High,93975,0.118485779,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873598,SRR873598,Low
Bacteroides sp. AR29,K00239,M00011,High,93975,0.09694291,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873599,SRR873599,Low
Bacteroides sp. AR29,K00239,M00011,High,93975,0.088427654,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873600,SRR873600,Low
Bacteroides sp. AR29,K00239,M00011,High,93975,0.100533388,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873601,SRR873601,Low
Bacteroides sp. AR29,K00239,M00011,High,93975,0.095841286,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873602,SRR873602,Low
Bacteroides sp. AR29,K00239,M00011,High,93975,0.11704083,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873604,SRR873604,High
Bacteroides sp. AR29,K00239,M00011,High,93975,0.116714161,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873605,SRR873605,High
Bacteroides sp. AR29,K00239,M00011,High,93975,0.117063136,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873606,SRR873606,High
Bacteroides sp. AR29,K00239,M00011,High,93975,0.109292325,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873607,SRR873607,High
Bacteroides sp. AR29,K00239,M00011,High,93975,0.11044129,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873608,SRR873608,High
Bacteroides sp. AR29,K00239,M00011,High,93975,0.096325439,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873609,SRR873609,High
Bacteroides sp. AR29,K00239,M00011,High,93975,0.110043303,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873610,SRR873610,High
Bacteroides sp. AR29,K00239,M00011,High,93975,0.105616749,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR1206671,SRR1206671,High
Bacteroides sp. AR29,K00239,M00173,High,93975,0.123381885,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873595,SRR873595,Low
Bacteroides sp. AR29,K00239,M00173,High,93975,0.093541404,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873596,SRR873596,Low
Bacteroides sp. AR29,K00239,M00173,High,93975,0.108215341,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873597,SRR873597,Low
Bacteroides sp. AR29,K00239,M00173,High,93975,0.118485779,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873598,SRR873598,Low
Bacteroides sp. AR29,K00239,M00173,High,93975,0.09694291,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873599,SRR873599,Low
Bacteroides sp. AR29,K00239,M00173,High,93975,0.088427654,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873600,SRR873600,Low
Bacteroides sp. AR29,K00239,M00173,High,93975,0.100533388,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873601,SRR873601,Low
Bacteroides sp. AR29,K00239,M00173,High,93975,0.095841286,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873602,SRR873602,Low
Bacteroides sp. AR29,K00239,M00173,High,93975,0.11704083,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873604,SRR873604,High
Bacteroides sp. AR29,K00239,M00173,High,93975,0.116714161,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873605,SRR873605,High
Bacteroides sp. AR29,K00239,M00173,High,93975,0.117063136,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873606,SRR873606,High
Bacteroides sp. AR29,K00239,M00173,High,93975,0.109292325,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873607,SRR873607,High
Bacteroides sp. AR29,K00239,M00173,High,93975,0.11044129,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873608,SRR873608,High
Bacteroides sp. AR29,K00239,M00173,High,93975,0.096325439,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873609,SRR873609,High
Bacteroides sp. AR29,K00239,M00173,High,93975,0.110043303,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873610,SRR873610,High
Bacteroides sp. AR29,K00239,M00173,High,93975,0.105616749,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR1206671,SRR1206671,High
Bacteroides sp. AR29,K00240,M00009,High,93975,0.089338295,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873595,SRR873595,Low
Bacteroides sp. AR29,K00240,M00009,High,93975,0.132653832,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873596,SRR873596,Low
Bacteroides sp. AR29,K00240,M00009,High,93975,0.169018396,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873597,SRR873597,Low
Bacteroides sp. AR29,K00240,M00009,High,93975,0.076264398,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873598,SRR873598,Low
Bacteroides sp. AR29,K00240,M00009,High,93975,0.097063779,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873599,SRR873599,Low
Bacteroides sp. AR29,K00240,M00009,High,93975,0.099490374,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873600,SRR873600,Low
Bacteroides sp. AR29,K00240,M00009,High,93975,0.085813799,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873601,SRR873601,Low
Bacteroides sp. AR29,K00240,M00009,High,93975,0.089765751,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873602,SRR873602,Low
Bacteroides sp. AR29,K00240,M00009,High,93975,0.173713351,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873604,SRR873604,High
Bacteroides sp. AR29,K00240,M00009,High,93975,0.132653832,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873605,SRR873605,High
Bacteroides sp. AR29,K00240,M00009,High,93975,0.121824947,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873606,SRR873606,High
Bacteroides sp. AR29,K00240,M00009,High,93975,0.111231474,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873607,SRR873607,High
Bacteroides sp. AR29,K00240,M00009,High,93975,0.109330081,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873608,SRR873608,High
Bacteroides sp. AR29,K00240,M00009,High,93975,0.101069586,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873609,SRR873609,High
Bacteroides sp. AR29,K00240,M00009,High,93975,0.102041409,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873610,SRR873610,High
Bacteroides sp. AR29,K00240,M00009,High,93975,0.120020133,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR1206671,SRR1206671,High
Bacteroides sp. AR29,K00240,M00011,High,93975,0.089338295,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873595,SRR873595,Low
Bacteroides sp. AR29,K00240,M00011,High,93975,0.132653832,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873596,SRR873596,Low
Bacteroides sp. AR29,K00240,M00011,High,93975,0.169018396,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873597,SRR873597,Low
Bacteroides sp. AR29,K00240,M00011,High,93975,0.076264398,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873598,SRR873598,Low
Bacteroides sp. AR29,K00240,M00011,High,93975,0.097063779,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873599,SRR873599,Low
Bacteroides sp. AR29,K00240,M00011,High,93975,0.099490374,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873600,SRR873600,Low
Bacteroides sp. AR29,K00240,M00011,High,93975,0.085813799,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873601,SRR873601,Low
Bacteroides sp. AR29,K00240,M00011,High,93975,0.089765751,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873602,SRR873602,Low
Bacteroides sp. AR29,K00240,M00011,High,93975,0.173713351,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873604,SRR873604,High
Bacteroides sp. AR29,K00240,M00011,High,93975,0.132653832,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873605,SRR873605,High
Bacteroides sp. AR29,K00240,M00011,High,93975,0.121824947,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873606,SRR873606,High
Bacteroides sp. AR29,K00240,M00011,High,93975,0.111231474,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873607,SRR873607,High
Bacteroides sp. AR29,K00240,M00011,High,93975,0.109330081,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873608,SRR873608,High
Bacteroides sp. AR29,K00240,M00011,High,93975,0.101069586,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873609,SRR873609,High
Bacteroides sp. AR29,K00240,M00011,High,93975,0.102041409,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873610,SRR873610,High
Bacteroides sp. AR29,K00240,M00011,High,93975,0.120020133,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR1206671,SRR1206671,High
Bacteroides sp. AR29,K00240,M00173,High,93975,0.089338295,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873595,SRR873595,Low
Bacteroides sp. AR29,K00240,M00173,High,93975,0.132653832,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873596,SRR873596,Low
Bacteroides sp. AR29,K00240,M00173,High,93975,0.169018396,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873597,SRR873597,Low
Bacteroides sp. AR29,K00240,M00173,High,93975,0.076264398,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873598,SRR873598,Low
Bacteroides sp. AR29,K00240,M00173,High,93975,0.097063779,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873599,SRR873599,Low
Bacteroides sp. AR29,K00240,M00173,High,93975,0.099490374,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873600,SRR873600,Low
Bacteroides sp. AR29,K00240,M00173,High,93975,0.085813799,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873601,SRR873601,Low
Bacteroides sp. AR29,K00240,M00173,High,93975,0.089765751,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873602,SRR873602,Low
Bacteroides sp. AR29,K00240,M00173,High,93975,0.173713351,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873604,SRR873604,High
Bacteroides sp. AR29,K00240,M00173,High,93975,0.132653832,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873605,SRR873605,High
Bacteroides sp. AR29,K00240,M00173,High,93975,0.121824947,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873606,SRR873606,High
Bacteroides sp. AR29,K00240,M00173,High,93975,0.111231474,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873607,SRR873607,High
Bacteroides sp. AR29,K00240,M00173,High,93975,0.109330081,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873608,SRR873608,High
Bacteroides sp. AR29,K00240,M00173,High,93975,0.101069586,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873609,SRR873609,High
Bacteroides sp. AR29,K00240,M00173,High,93975,0.102041409,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873610,SRR873610,High
Bacteroides sp. AR29,K00240,M00173,High,93975,0.120020133,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR1206671,SRR1206671,High
Bacteroides sp. AR29,K00241,M00009,High,93975,0.157568308,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873596,SRR873596,Low
Bacteroides sp. AR29,K00241,M00009,High,93975,0.125597926,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873597,SRR873597,Low
Bacteroides sp. AR29,K00241,M00009,High,93975,0.167243554,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873598,SRR873598,Low
Bacteroides sp. AR29,K00241,M00009,High,93975,0.144437615,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873599,SRR873599,Low
Bacteroides sp. AR29,K00241,M00009,High,93975,0.169926606,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873601,SRR873601,Low
Bacteroides sp. AR29,K00241,M00009,High,93975,0.136835635,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873604,SRR873604,High
Bacteroides sp. AR29,K00241,M00009,High,93975,0.137559634,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873607,SRR873607,High
Bacteroides sp. AR29,K00241,M00009,High,93975,0.144437615,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873608,SRR873608,High
Bacteroides sp. AR29,K00241,M00009,High,93975,0.203911927,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873609,SRR873609,High
Bacteroides sp. AR29,K00241,M00009,High,93975,0.178827524,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR1206671,SRR1206671,High
Bacteroides sp. AR29,K00241,M00011,High,93975,0.157568308,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873596,SRR873596,Low
Bacteroides sp. AR29,K00241,M00011,High,93975,0.125597926,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873597,SRR873597,Low
Bacteroides sp. AR29,K00241,M00011,High,93975,0.167243554,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873598,SRR873598,Low
Bacteroides sp. AR29,K00241,M00011,High,93975,0.144437615,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873599,SRR873599,Low
Bacteroides sp. AR29,K00241,M00011,High,93975,0.169926606,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873601,SRR873601,Low
Bacteroides sp. AR29,K00241,M00011,High,93975,0.136835635,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873604,SRR873604,High
Bacteroides sp. AR29,K00241,M00011,High,93975,0.137559634,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873607,SRR873607,High
Bacteroides sp. AR29,K00241,M00011,High,93975,0.144437615,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873608,SRR873608,High
Bacteroides sp. AR29,K00241,M00011,High,93975,0.203911927,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873609,SRR873609,High
Bacteroides sp. AR29,K00241,M00011,High,93975,0.178827524,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR1206671,SRR1206671,High
Bacteroides sp. AR29,K00241,M00173,High,93975,0.157568308,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873596,SRR873596,Low
Bacteroides sp. AR29,K00241,M00173,High,93975,0.125597926,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873597,SRR873597,Low
Bacteroides sp. AR29,K00241,M00173,High,93975,0.167243554,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873598,SRR873598,Low
Bacteroides sp. AR29,K00241,M00173,High,93975,0.144437615,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873599,SRR873599,Low
Bacteroides sp. AR29,K00241,M00173,High,93975,0.169926606,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873601,SRR873601,Low
Bacteroides sp. AR29,K00241,M00173,High,93975,0.136835635,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873604,SRR873604,High
Bacteroides sp. AR29,K00241,M00173,High,93975,0.137559634,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873607,SRR873607,High
Bacteroides sp. AR29,K00241,M00173,High,93975,0.144437615,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873608,SRR873608,High
Bacteroides sp. AR29,K00241,M00173,High,93975,0.203911927,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873609,SRR873609,High
Bacteroides sp. AR29,K00241,M00173,High,93975,0.178827524,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR1206671,SRR1206671,High
Bacteroides sp. AR29,K00245,M00009,High,93975,0.089338295,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873595,SRR873595,Low
Bacteroides sp. AR29,K00245,M00009,High,93975,0.132653832,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873596,SRR873596,Low
Bacteroides sp. AR29,K00245,M00009,High,93975,0.169018396,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873597,SRR873597,Low
Bacteroides sp. AR29,K00245,M00009,High,93975,0.076264398,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873598,SRR873598,Low
Bacteroides sp. AR29,K00245,M00009,High,93975,0.097063779,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873599,SRR873599,Low
Bacteroides sp. AR29,K00245,M00009,High,93975,0.099490374,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873600,SRR873600,Low
Bacteroides sp. AR29,K00245,M00009,High,93975,0.085813799,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873601,SRR873601,Low
Bacteroides sp. AR29,K00245,M00009,High,93975,0.089765751,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AR29,SRR873602,SRR873602,Low
